package	version	architecture	apt_mark	category	rebuild_profile	direct_or_dependency	component_or_feature	reason	evidence	confidence	notes
node-concat-stream	2.0.0+~2.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-console-control-strings	1.1.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-convert-source-map	1.9.0+~1.5.2-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-copy-concurrently	1.0.5-9	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-core-js	3.33.2-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-core-js-compat	3.33.2-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-core-js-pure	3.33.2-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-core-util-is	1.0.3-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-corepack	0.24.0-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-coveralls	3.1.1-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-css-loader	6.8.1+~cs14.0.17-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-css-selector-tokenizer	0.8.0+~cs4.8.3-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-data-uri-to-buffer	6.0.2~0~2024040606-6+deb13u1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-debbundle-es-to-primitive	1.2.1+~cs9.7.25-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-debug	4.3.4+~cs4.1.7-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-decamelize	4.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-decompress-response	6.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-deep-equal	2.2.3+~cs43.15.94-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-deep-is	0.1.4-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-defaults	1.0.4+~1.0.3-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-define-properties	1.2.1+~cs2.2.3-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-define-property	2.0.2+really+2.0.2-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-defined	1.0.1+~1.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-del	7.1.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-delegates	1.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-depd	2.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-diff	5.0.0~dfsg+~5.0.1-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-doctrine	3.0.0-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-electron-to-chromium	1.5.166-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-encoding	0.1.13-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-enhanced-resolve	5.15.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-envinfo	7.11.0+~cs14.3.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-err-code	2.0.3+dfsg-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-errno	1.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-error-ex	1.3.2-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-es-abstract	1.20.4+~cs26.27.47-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-es-module-lexer	1.1.0+dfsg-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-es6-error	4.1.1-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-escape-string-regexp	4.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-escodegen	2.1.0+dfsg+~0.0.8-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-eslint-scope	7.1.1+~3.7.4-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-eslint-utils	3.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-eslint-visitor-keys	3.3.0+~1.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-espree	9.4.1~dfsg-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-esprima	4.0.1+ds+~4.0.3-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-esquery	1.4.2~ds-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-esrecurse	4.3.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-estraverse	5.3.0+ds+~5.1.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-esutils	2.0.3+~2.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-events	3.3.0+~3.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-execa	8.0.1+dfsg1+~cs12.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fancy-log	1.3.3+~cs1.3.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fast-deep-equal	3.1.3-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fast-levenshtein	2.0.6+ds-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fetch	3.3.2+~cs11.4.11-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-file-entry-cache	6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fill-range	7.1.1+~7.0.3-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-find-cache-dir	3.3.2+~3.2.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-find-up	6.3.0-7	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-flat-cache	3.0.4~6.0.1+~3.0.4+~2.0.0+~1.0.0+~2.0.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-flatted	3.2.7~ds-1+deb13u1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-for-in	1.0.2-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-for-own	1.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-foreground-child	3.1.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fs-readdir-recursive	1.1.0+~1.1.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fs-write-stream-atomic	1.0.10-6	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-fs.realpath	1.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-function-bind	1.1.2+~cs2.1.14-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-functional-red-black-tree	1.0.1+20181105-7	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-gauge	4.0.4-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-get-caller-file	2.0.5+~cs1.1.1-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-get-stream	8.0.1-11	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-get-value	1:3.0.1-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-glob	8.1.0+~cs8.5.15-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-glob-parent	6.0.2+~5.1.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-globals	13.23.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-globby	13.1.3+~cs16.25.40-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-got	11.8.5+~cs58.13.36-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-graceful-fs	4.2.10-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-growl	1.10.5-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-gyp	11.1.0+~5.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-has-flag	5.0.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-has-unicode	2.0.1-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-has-value	2.0.2-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-has-values	2.0.1-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-hosted-git-info	6.1.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-http-proxy-agent	7.0.2~0~2024040606-6+deb13u1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-https-proxy-agent	7.0.4~0~2024040606-6+deb13u1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-iconv-lite	0.6.3-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-icss-utils	5.1.0+~5.1.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-ieee754	1.2.1-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-iferr	1.0.2+~1.0.2-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-ignore	5.2.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-imurmurhash	0.1.4+dfsg+~0.1.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-indent-string	4.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-inflight	1.0.6-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-inherits	2.0.4-6	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-ini	3.0.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-interpret	2.2.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-ip	2.0.1+~1.1.3-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-ip-regex	4.3.0+~4.1.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-arrayish	0.3.2-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-binary-path	2.1.0-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-buffer	2.0.5-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-descriptor	3.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-extendable	1.0.1-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-extglob	2.1.1-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-glob	4.0.3-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-number	7.0.0-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-path-cwd	2.2.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-path-inside	3.0.3-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-plain-obj	3.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-plain-object	5.0.0-7	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-primitive	3.0.1-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-stream	3.0.0-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-typedarray	1.0.0-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-is-windows	1.0.2+~cs1.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-isarray	2.0.5-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-isexe	2.0.0+~2.0.1-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-isobject	4.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-istanbul	0.4.5+repack10+~cs98.25.59-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-jest-debbundle	29.6.2~ds1+~cs73.45.28-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-jest-worker	29.6.2~ds1+~cs73.45.28-5	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-js-tokens	8.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-js-yaml	4.1.0+dfsg+~4.0.5-7	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-jsesc	3.0.2+~3.0.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-json-buffer	3.0.1+~3.0.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-json-parse-better-errors	1.0.2+~cs3.3.1-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-json-schema	0.4.0+~7.0.11-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-json-schema-traverse	1.0.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-json-stable-stringify	1.0.2+repack1+~cs1.0.34-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-json5	2.2.3+dfsg-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-jsonify	0.0.1-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-jsonparse	1.3.1-10	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-kind-of	6.0.3+dfsg-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-lcov-parse	1.0.0+20170612git80d039574ed9-6	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-levn	0.4.1+dfsg-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-loader-runner	4.3.0-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-locate-path	7.1.1-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-lodash	4.17.21+dfsg+~cs8.31.198.20210220-9	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-lodash-packages	4.17.21+dfsg+~cs8.31.198.20210220-9	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-log-driver	1.2.7+git+20180219+bba1761737-7	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-lowercase-keys	2.0.0-2	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-lru-cache	10.0.1-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-make-dir	3.1.0-3	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-map-visit	1.0.0-4	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
node-memfs	3.4.12+~cs1.0.3-1	all	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
